Ukraine,UKR,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,36.9,34.5,27.1,23.1,22.4
Upper middle income,UMC,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,14.0,12.8,11.4,10.0,9.9
Uruguay,URY,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,17.4,15.3,16.6,19.4,18.4
United States,USA,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,11.3,11.9,13.2,15.0,15.3
Uzbekistan,UZB,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,7.6,5.8,6.0,7.4,7.4
St. Vincent and the Grenadines,VCT,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,6.3,9.9,3.3,2.7,2.4
"Venezuela, RB",VEN,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,8.0,5.9,4.3,3.8,3.7
Vietnam,VNM,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,6.7,6.7,7.0,7.2,7.3
Vanuatu,VUT,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,7.3,5.7,5.1,4.5,4.5
World,WLD,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,12.9,12.3,11.5,10.7,10.6
Samoa,WSM,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,8.3,6.5,5.0,4.5,4.4
"Yemen, Rep.",YEM,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,6.8,8.1,8.8,8.6,8.5
South Africa,ZAF,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,11.6,11.8,12.2,11.8,11.6
Zambia,ZMB,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,8.1,6.5,6.3,6.1,6.1
Zimbabwe,ZWE,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,12.9,13.9,11.9,10.6,10.7
